Категория;Товар;Цена;Адрес;Видим;Рекомендуемый;Бренд;Вариант;"Старая цена";Артикул;Склад;"Заголовок страницы";"Ключевые слова";"Описание страницы";Аннотация;Описание;Изображения;"Вид товара";Размеры;Толщина
"Для ЧПУ станков/Серводвигатели";"Серводвигатель + Сервопривод 2,2 кВт (130DNMA1-02D2CKA\ EPS-B1-02D2AA)";24444.00;servodvigatel--servoprivod-22-kvt-130dnma1-02d2cka-eps-b1-02d2aa;1;0;;;;;;"Серводвигатель + Сервопривод 2,2 кВт (130DNMA1-02D2CKA\ EPS-B1-02D2AA)";"Серводвигатель + Сервопривод 2,2 кВт (130DNMA1-02D2CKA\ EPS-B1-02D2AA)";;;;;серводвигатель;;
"Конструкционный пластик/Фторопласт (PTFE, Ф4)";"PTFE Фторопласт пруток д.10х1000";62.00;ptfe-ftoroplast-prutok-d10h1000;1;0;;;;;;;;;;;;пруток;;
"Конструкционный пластик/Фторопласт (PTFE, Ф4)";"PTFE Фторопласт пруток д.15х1000";153.41;ptfe-ftoroplast-prutok-d15h1000;1;0;;;;;;;;;;;;пруток;;
"Конструкционный пластик/Фторопласт (PTFE, Ф4)";"PTFE Фторопласт пруток д.20х1000";255.69;ptfe-ftoroplast-prutok-d20h1000;1;0;;;;;;;;;;;;пруток;;
"Конструкционный пластик/Фторопласт (PTFE, Ф4)";"PTFE Фторопласт пруток д.25х1000";392.06;ptfe-ftoroplast-prutok-d25h1000;1;0;;;;;;;;;;;;пруток;;
"Конструкционный пластик/Фторопласт (PTFE, Ф4)";"PTFE Фторопласт пруток д.30х1000";589.79;ptfe-ftoroplast-prutok-d30h1000;1;0;;;;;;;;;;;;пруток;;
"Конструкционный пластик/Фторопласт (PTFE, Ф4)";"PTFE Фторопласт пруток д.35х1000";726.16;ptfe-ftoroplast-prutok-d35h1000;1;0;;;;;;;;;;;;пруток;;
"Конструкционный пластик/Фторопласт (PTFE, Ф4)";"PTFE Фторопласт пруток д.40х1000";1056.85;ptfe-ftoroplast-prutok-d40h1000;1;0;;;;;;;;;;;;пруток;;
"Конструкционный пластик/Фторопласт (PTFE, Ф4)";"PTFE Фторопласт пруток д.45х1000";1247.76;ptfe-ftoroplast-prutok-d45h1000;1;0;;;;;;;;;;;;пруток;;
"Конструкционный пластик/Фторопласт (PTFE, Ф4)";"PTFE Фторопласт пруток д.50х1000";1568.22;ptfe-ftoroplast-prutok-d50h1000;1;0;;;;;;;;;;;;пруток;;
"Конструкционный пластик/Фторопласт (PTFE, Ф4)";"PTFE Фторопласт пруток д.55х1000";1875.05;ptfe-ftoroplast-prutok-d55h1000;1;0;;;;;;;;;;;;пруток;;
"Конструкционный пластик/Фторопласт (PTFE, Ф4)";"PTFE Фторопласт пруток д.60х1000";2226.19;ptfe-ftoroplast-prutok-d60h1000;1;0;;;;;;;;;;;;пруток;;
"Конструкционный пластик/Фторопласт (PTFE, Ф4)";"PTFE Фторопласт пруток д.65х1000";2488.70;ptfe-ftoroplast-prutok-d65h1000;1;0;;;;;;;;;;;;пруток;;
"Конструкционный пластик/Фторопласт (PTFE, Ф4)";"PTFE Фторопласт пруток д.70х1000";2965.99;ptfe-ftoroplast-prutok-d70h1000;1;0;;;;;;;;;;;;пруток;;
"Конструкционный пластик/Фторопласт (PTFE, Ф4)";"PTFE Фторопласт пруток д.75х1000";3487.59;ptfe-ftoroplast-prutok-d75h1000;1;0;;;;;;;;;;;;пруток;;
"Конструкционный пластик/Фторопласт (PTFE, Ф4)";"PTFE Фторопласт пруток д.80х1000";3954.65;ptfe-ftoroplast-prutok-d80h1000;1;0;;;;;;;;;;;;пруток;;
"Конструкционный пластик/Фторопласт (PTFE, Ф4)";"PTFE Фторопласт пруток д.85х1000";4431.93;ptfe-ftoroplast-prutok-d85h1000;1;0;;;;;;;;;;;;пруток;;
"Конструкционный пластик/Фторопласт (PTFE, Ф4)";"PTFE Фторопласт пруток д.90х1000";5113.77;ptfe-ftoroplast-prutok-d90h1000;1;0;;;;;;;;;;;;пруток;;
"Конструкционный пластик/Фторопласт (PTFE, Ф4)";"PTFE Фторопласт пруток д.95х1000";5522.87;ptfe-ftoroplast-prutok-d95h1000;1;0;;;;;;;;;;;;пруток;;
"Конструкционный пластик/Фторопласт (PTFE, Ф4)";"PTFE Фторопласт пруток д.100х1000";6085.39;ptfe-ftoroplast-prutok-d100h1000;1;0;;;;;;;;;;;;пруток;;
"Конструкционный пластик/Фторопласт (PTFE, Ф4)";"PTFE Фторопласт пруток д.110х1000";7500.20;ptfe-ftoroplast-prutok-d110h1000;1;0;;;;;;;;;;;;пруток;;
"Конструкционный пластик/Фторопласт (PTFE, Ф4)";"PTFE Фторопласт пруток д.120х1000";8522.95;ptfe-ftoroplast-prutok-d120h1000;1;0;;;;;;;;;;;;пруток;;
"Конструкционный пластик/Фторопласт (PTFE, Ф4)";"PTFE Фторопласт пруток д.130х1000";10466.18;ptfe-ftoroplast-prutok-d130h1000;1;0;;;;;;;;;;;;пруток;;
"Конструкционный пластик/Фторопласт (PTFE, Ф4)";"PTFE Фторопласт пруток д.140х1000";12017.36;ptfe-ftoroplast-prutok-d140h1000;1;0;;;;;;;;;;;;пруток;;
"Конструкционный пластик/Фторопласт (PTFE, Ф4)";"PTFE Фторопласт пруток д.150х1000";14182.19;ptfe-ftoroplast-prutok-d150h1000;1;0;;;;;;;;;;;;пруток;;
"Конструкционный пластик/Фторопласт (PTFE, Ф4)";"PTFE Фторопласт пруток д.160х300";4721.71;ptfe-ftoroplast-prutok-d160h300;1;0;;;;;;;;;;;;пруток;;
"Конструкционный пластик/Фторопласт (PTFE, Ф4)";"PTFE Фторопласт пруток д.170х300";5301.27;ptfe-ftoroplast-prutok-d170h300;1;0;;;;;;;;;;;;пруток;;
"Конструкционный пластик/Фторопласт (PTFE, Ф4)";"PTFE Фторопласт пруток д.180х300";6170.62;ptfe-ftoroplast-prutok-d180h300;1;0;;;;;;;;;;;;пруток;;
"Конструкционный пластик/Фторопласт (PTFE, Ф4)";"PTFE Фторопласт пруток д.190х300";6668.36;ptfe-ftoroplast-prutok-d190h300;1;0;;;;;;;;;;;;пруток;;
"Конструкционный пластик/Фторопласт (PTFE, Ф4)";"PTFE Фторопласт пруток д.200х300";7585.43;ptfe-ftoroplast-prutok-d200h300;1;0;;;;;;;;;;;;пруток;;
"Конструкционный пластик/Фторопласт (PTFE, Ф4)";"PTFE Фторопласт пруток д.220х300";8932.05;ptfe-ftoroplast-prutok-d220h300;1;0;;;;;;;;;;;;пруток;;
"Конструкционный пластик/Фторопласт (PTFE, Ф4)";"PTFE Фторопласт пруток д.230х300";9613.89;ptfe-ftoroplast-prutok-d230h300;1;0;;;;;;;;;;;;пруток;;
"Конструкционный пластик/Фторопласт (PTFE, Ф4)";"PTFE Фторопласт пруток д.240х300";10841.19;ptfe-ftoroplast-prutok-d240h300;1;0;;;;;;;;;;;;пруток;;
"Конструкционный пластик/Фторопласт (PTFE, Ф4)";"PTFE Фторопласт пруток д.250х300";12000.31;ptfe-ftoroplast-prutok-d250h300;1;0;;;;;;;;;;;;пруток;;
"Конструкционный пластик/Фторопласт (PTFE, Ф4)";"PTFE Фторопласт пруток д.260х300";12613.97;ptfe-ftoroplast-prutok-d260h300;1;0;;;;;;;;;;;;пруток;;
"Конструкционный пластик/Фторопласт (PTFE, Ф4)";"PTFE Фторопласт пруток д.270х300";14274.24;ptfe-ftoroplast-prutok-d270h300;1;0;;;;;;;;;;;;пруток;;
"Конструкционный пластик/Фторопласт (PTFE, Ф4)";"PTFE Фторопласт пруток д.280х300";15273.13;ptfe-ftoroplast-prutok-d280h300;1;0;;;;;;;;;;;;пруток;;
"Конструкционный пластик/Фторопласт (PTFE, Ф4)";"PTFE Фторопласт пруток д.300х300";16875.44;ptfe-ftoroplast-prutok-d300h300;1;0;;;;;;;;;;;;пруток;;
"Конструкционный пластик/Фторопласт (PTFE, Ф4)";"PTFE Фторопласт лист 1х1000х1000";787.52;ptfe-ftoroplast-list-1h1000h1000;1;0;;;;;;;;;;;;лист;;
"Конструкционный пластик/Фторопласт (PTFE, Ф4)";"PTFE Фторопласт лист 2х1000х1000";1537.54;ptfe-ftoroplast-list-2h1000h1000;1;0;;;;;;;;;;;;лист;;
"Конструкционный пластик/Фторопласт (PTFE, Ф4)";"PTFE Фторопласт лист 3х1000х1000";2386.43;ptfe-ftoroplast-list-3h1000h1000;1;0;;;;;;;;;;;;лист;;
"Конструкционный пластик/Фторопласт (PTFE, Ф4)";"PTFE Фторопласт лист 4х1000х1000";3160.31;ptfe-ftoroplast-list-4h1000h1000;1;0;;;;;;;;;;;;лист;;
"Конструкционный пластик/Фторопласт (PTFE, Ф4)";"PTFE Фторопласт лист 5х1000х1000";3944.42;ptfe-ftoroplast-list-5h1000h1000;1;0;;;;;;;;;;;;лист;;
"Конструкционный пластик/Фторопласт (PTFE, Ф4)";"PTFE Фторопласт лист 6х1000х1000";4806.94;ptfe-ftoroplast-list-6h1000h1000;1;0;;;;;;;;;;;;лист;;
"Конструкционный пластик/Фторопласт (PTFE, Ф4)";"PTFE Фторопласт лист 8х500х500";1602.31;ptfe-ftoroplast-list-8h500h500;1;0;;;;;;;;;;;;лист;;
"Конструкционный пластик/Фторопласт (PTFE, Ф4)";"PTFE Фторопласт лист 8х1000х1000";6419.49;ptfe-ftoroplast-list-8h1000h1000;1;0;;;;;;;;;;;;лист;;
"Конструкционный пластик/Фторопласт (PTFE, Ф4)";"PTFE Фторопласт лист 10х500х500";2018.23;ptfe-ftoroplast-list-10h500h500;1;0;;;;;;;;;;;;лист;;
"Конструкционный пластик/Фторопласт (PTFE, Ф4)";"PTFE Фторопласт лист 10х1000х1000";8301.35;ptfe-ftoroplast-list-10h1000h1000;1;0;;;;;;;;;;;;лист;;
"Конструкционный пластик/Фторопласт (PTFE, Ф4)";"PTFE Фторопласт лист 12х500х500";2505.75;ptfe-ftoroplast-list-12h500h500;1;0;;;;;;;;;;;;лист;;
"Конструкционный пластик/Фторопласт (PTFE, Ф4)";"PTFE Фторопласт лист 12х1000х1000";9624.12;ptfe-ftoroplast-list-12h1000h1000;1;0;;;;;;;;;;;;лист;;
"Конструкционный пластик/Фторопласт (PTFE, Ф4)";"PTFE Фторопласт лист 15х500х500";3093.83;ptfe-ftoroplast-list-15h500h500;1;0;;;;;;;;;;;;лист;;
"Конструкционный пластик/Фторопласт (PTFE, Ф4)";"PTFE Фторопласт лист 15х1000х1000";12395.78;ptfe-ftoroplast-list-15h1000h1000;1;0;;;;;;;;;;;;лист;;
"Конструкционный пластик/Фторопласт (PTFE, Ф4)";"PTFE Фторопласт лист 20х500х500";4118.29;ptfe-ftoroplast-list-20h500h500;1;0;;;;;;;;;;;;лист;;
"Конструкционный пластик/Фторопласт (PTFE, Ф4)";"PTFE Фторопласт лист 20х1000х1000";16193.61;ptfe-ftoroplast-list-20h1000h1000;1;0;;;;;;;;;;;;лист;;
"Конструкционный пластик/Фторопласт (PTFE, Ф4)";"PTFE Фторопласт лист 30х500х500";6119.48;ptfe-ftoroplast-list-30h500h500;1;0;;;;;;;;;;;;лист;;
"Конструкционный пластик/Фторопласт (PTFE, Ф4)";"PTFE Фторопласт лист 30х1000х1000";24068.81;ptfe-ftoroplast-list-30h1000h1000;1;0;;;;;;;;;;;;лист;;
"Конструкционный пластик/Фторопласт (PTFE, Ф4)";"PTFE Фторопласт лист 40х500х500";7892.25;ptfe-ftoroplast-list-40h500h500;1;0;;;;;;;;;;;;лист;;
"Конструкционный пластик/Фторопласт (PTFE, Ф4)";"PTFE Фторопласт лист 40х1000х1000";32114.48;ptfe-ftoroplast-list-40h1000h1000;1;0;;;;;;;;;;;;лист;;
"Конструкционный пластик/Фторопласт (PTFE, Ф4)";"PTFE Фторопласт лист 50х500х500";10074.13;ptfe-ftoroplast-list-50h500h500;1;0;;;;;;;;;;;;лист;;
"Конструкционный пластик/Полиацеталь (POM)";"РОМ Полиацеталь пруток от 10 мм";18.00;rom-poliatsetal-prutok-d16h1000-511-612-1345;1;1;;;;;;"РОМ Полиацеталь пруток от 10 мм";"РОМ Полиацеталь пруток от 10 мм";;;;"0-02-0a-1f334d2c80263170d7f26ab88ba9242fdf16a4eb276d5b2035f10fd13a2c41f9_71420298.jpg, 0-02-0a-d09ba7c3e26e7fd86cf06b5da49e682183f827a692b602cae585e3948a31ba27_46081e13.jpg";пруток;;
"Конструкционный пластик/Полиацеталь (POM)";"РОМ Полиацеталь лист от 10 мм";2485.10;rom-poliatsetal-list-15h5900h2000-599-600-601-602;1;1;;;;;;"РОМ Полиацеталь лист от 10 мм";"РОМ Полиацеталь лист от 10 мм";;;;0-02-04-056837eae31c09025145364062c2a4b133dcb8a19a0ea0f9d438a7518677d400_dc483763.jpg;лист;;
"Конструкционный пластик/Полиацеталь (POM)";"РОМ Полиацеталь пруток д.10х1000";20.00;rom-poliatsetal-prutok-d16h1000-511-612;1;0;;;;;;"РОМ Полиацеталь пруток д.10х1000";"РОМ Полиацеталь пруток д.10х1000";;;;;пруток;;
"Конструкционный пластик/Полиацеталь (POM)";"РОМ Полиацеталь пруток черный д.10х1000";20.00;rom-poliatsetal-prutok-chernyj-d15h1000-613;1;0;;;;;;"РОМ Полиацеталь пруток черный д.10х1000";"РОМ Полиацеталь пруток черный д.10х1000";;;;;пруток;;
"Конструкционный пластик/Полиацеталь (POM)";"РОМ Полиацеталь пруток д.12х1000";24.86;rom-poliatsetal-prutok-d12h1000;1;0;;;;;;"РОМ Полиацеталь пруток д.12х1000";"РОМ Полиацеталь пруток д.12х1000";;;;;пруток;;
